name,artist_names,popularity,release_date
プレゼント,{'Aimyon'},49,2019-02-13
Le bruit qui court,{'Nekfeu'},1,2019-06-06
In My Mind,{'Dynoro'},3,2017-11-15
Hyänen,{'Bushido'},39,2018-09-28
FEFE (feat. Nicki Minaj & Murda Beatz),"{'6ix9ine', 'Nicki Minaj', 'Murda Beatz'}",13,2018-07-22
Homemade Dynamite,{'Lorde'},4,2017-06-16
Freaky Friday (feat. Chris Brown),"{'Lil Dicky', 'Chris Brown'}",77,2018-03-15
Wie alles begann,{'Capital Bra'},48,2017-09-29
Falling Down - Bonus Track,"{'Lil Peep', 'XXXTENTACION'}",84,2018-11-09
Mamamia,{'RIDSA'},44,2017-04-14
Labor,"{'Soufian', 'SOTT', 'Fero47'}",43,2019-08-23
NAO,{'HY'},34,2014-02-26
Notion (Radio Edit),{'Tash Sultana'},32,2017-03-01
Malemolência,{'Dynho Alves'},70,2018-10-31
明日も,{'SHISHAMO'},61,2017-02-22
SHIRINBAE,{'Fler'},51,2019-08-18
BENÉ,{'Djonga'},52,2019-03-13
Papers (feat. Ninho),"{'Zola', 'Ninho'}",65,2019-04-05
Bad N Bouj,{'Hp Boyz'},60,2019-09-16
Homage,{'SL'},53,2019-04-26
BMT,{'Fredo'},47,2018-11-08
Tudo de Bom,{'Mc Livinho'},49,2016-01-22
Bleed It,{'Blueface'},6,2019-01-11
Sacrifices,"{'Big Sean', 'Migos'}",59,2017-02-03
Love Is All We Need,"{'FTampa', 'Anne-Marie'}",40,2017-03-17
Tip Toe (feat. A Boogie Wit da Hoodie),"{'Roddy Ricch', 'A Boogie Wit da Hoodie'}",78,2019-12-06
Big Boy Diamonds (feat. Kodak Black & London on Da Track),"{'Gucci Mane', 'Kodak Black', 'London On Da Track'}",67,2019-10-18
Cherry,{'Lana Del Rey'},6,2017-07-21
In My Head,{'Peter Manos'},9,2018-05-15
Spirit,{'J Hus'},60,2017-05-12
Feelings (Wifey) {feat. Yungen},"{'Crazy Cousinz', 'M.O', 'Yungen'}",50,2018-07-05
Berlin lebt wie nie zuvor,"{'Capital Bra', 'Samra'}",64,2019-10-03
VOICE,{'Nulbarich'},34,2018-11-21
Devagarinho,{'Luísa Sonza'},61,2018-07-04
Greatest Love Story,{'LANCO'},12,2016-04-15
Paradise,{'Khalid'},66,2019-04-05
Ritmo Mexicano,{'Mc Gw'},58,2017-07-22
Casal Raiz - Ao Vivo,{'Xand Avião'},58,2019-05-03
Jenny Jenny,{'AnnenMayKantereit'},60,2018-12-07
インフェルノ,{'Mrs. GREEN APPLE'},68,2019-07-18
1000°C,"{'Lomepal', 'Roméo Elvis'}",66,2018-12-07
Chanel,{'RIN'},0,2018-06-22
Kekchose,{'Lorenzo'},50,2019-08-23
Ah gars,{'SCH'},52,2019-11-29
Bullet From A Gun,{'Skepta'},60,2019-05-31
Drunk (feat. 6LACK),"{'ScHoolboy Q', '6LACK'}",56,2019-04-26
Sofro Onde Eu Quiser,{'Yasmin Santos'},63,2019-03-18
Might as Well,{'Future'},9,2017-08-04
Dad - #heimkommen,{'Neele Ternes'},45,2015-12-11
This Christmas,{'Christina Aguilera'},42,2000-11-03
Run (feat. Rag'n'Bone Man),"{'Bugzy Malone', 'Rag'n'Bone Man'}",42,2018-08-07
心に穴が空いた,{'ヨルシカ'},56,2019-08-28
À gogo,{'Naza'},42,2017-09-29
Esse Dom,"{'Mc Livinho', 'DJ Marlboro'}",43,2017-09-01
Arc-en-ciel,{'Booba'},64,2019-05-16
Contra La Pared,"{'Sean Paul', 'J Balvin'}",77,2019-03-14
Cake - Challenge Version,"{'Flo Rida', '99 Percent'}",61,2016-12-16
Ja Bra 2,{'Capital Bra'},7,2018-06-22
Que Maravilha,{'Mc Zaac'},27,2018-10-15
O Tannenbaum,{'Vince Guaraldi Trio'},46,1965
Dubai Shit,"{'Huncho Jack', 'Travis Scott', 'Quavo', 'Offset'}",66,2017-12-21
Caroline,{'Aminé'},77,2017-07-28
Homem de Família - Ao Vivo,{'Gusttavo Lima'},57,2016-07-22
SEX,"{'Nimo', 'Schubi AKpella'}",55,2019-12-19
Flamingos,"{'Baco Exu do Blues', 'Tuyo'}",63,2018-11-23
Get to the Money,{'Chad Focus'},0,2017-03-14
Doomsday,{'KILLY'},0,2018-03-06
I Will Find,"{'Vintage Culture', 'Rooftime'}",68,2018-09-28
Broke As Fuck,{'YBN Cordae'},71,2019-07-26
24 carats,{'RK'},42,2018-08-02
Purple Hat,{'Sofi Tukker'},28,2019-09-06
Setz Dich (feat. AK Ausser Kontrolle & Gzuz),"{'Kontra K', 'AK Ausserkontrolle', 'Gzuz'}",2,2018-04-27
Moves (feat. Snoop Dogg),"{'Olly Murs', 'Snoop Dogg'}",59,2018-09-28
"Fuego (with Sean Paul & Anitta, feat. Tainy)","{'DJ Snake', 'Sean Paul', 'Anitta', 'Tainy'}",71,2019-07-25
Airmax gegen Kopf,"{'Dardan', 'Luciano'}",52,2018-02-02
Price On My Head (feat. The Weeknd),"{'NAV', 'The Weeknd'}",71,2019-03-26
Does To Me (feat. Eric Church),"{'Luke Combs', 'Eric Church'}",77,2019-11-08
FML,{'Bausa'},41,2018-02-09
Trop fier,{'Hooss'},33,2017-03-10
Bella,"{'MHD', 'WizKid'}",60,2018-09-19
Letzte Liebe,{'Prinz Pi'},53,2017-11-03
Peligro,"{'Giggs', 'Dave'}",1,2017-10-06
SICKO MODE,{'Travis Scott'},91,2018-08-03
PGP,{'Booba'},62,2019-01-24
Forza 187,"{'Sa4', 'Maxwell'}",35,2017-11-10
Rien à branler,{'Lorenzo'},0,2018-02-23
Luna,{'Moha La Squale'},60,2018-05-25
Fire,{'Peking Duk'},62,2018-05-11
Grave Faz Bum,"{'MC WM', 'MC Lan'}",36,2017-08-10
'Till I Collapse,"{'Eminem', 'Nate Dogg'}",84,2002-05-26
Primo,{'RAF Camora'},53,2017-08-24
Santa Claus Is Coming To Town,{'The Jackson 5'},41,1970-01-01
Oyé,{'Koba LaD'},50,2018-09-28
Hola - Remix,"{'Dalex', 'Lenny Tavárez', 'Chencho Corleone', 'Juhn', 'Dímelo Flow'}",90,2019-11-01
Filthy,{'Justin Timberlake'},53,2018-01-05
My 19th Birthday,{'Dave'},54,2017-11-03
Please Come Home For Christmas - Bonus Track,{'Eagles'},0,2007-01-01
Homerton B,{'Unknown T'},1,2018-08-19
Voices In My Head/Stick To The Plan,{'Big Sean'},53,2017-02-03
Flêcheur fou,{'Jul'},42,2017-06-30
獣ゆく細道,"{'Sheena Ringo', 'Hiroji Miyamoto'}",44,2018-10-02
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","{'DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne'}",69,2017-06-22
La rue - Radio Edit,{'Vegedream'},47,2018-07-20
Apenas Mais uma de Amor,{'Lulu Santos'},68,2000-12-02
Barrio,{'Majoe'},38,2018-10-12
Sollte so sein,{'Capital Bra'},55,2019-04-12
Ain't Your Mama,{'Jennifer Lopez'},73,2016-04-07
Wifey Riddim 3,{'AJ Tracey'},59,2019-02-08
Rappel,{'Vald'},52,2019-10-10
Dave Grohl,{'Lomepal'},50,2018-12-07
Is Your Love Enough?,{'Little Mix'},60,2017-11-24
Lambo,{'Naza'},42,2019-03-22
Fumer,{'Maes'},51,2018-11-29
夏のどこかへ,{'WANIMA'},54,2019-10-23
Mack le Bizz Freestyle,{'Dinos'},33,2019-10-31
Side Effects (feat. Emily Warren),"{'The Chainsmokers', 'Emily Warren'}",3,2018-09-18
I'll Be There,{'Jess Glynne'},72,2018-05-03
おいしい季節,{'Sheena Ringo'},0,2017-10-03
Selfish (feat. Rihanna),"{'Future', 'Rihanna'}",25,2017-08-04
Time - Edit,{'NF'},76,2019-07-26
Love Gun - Radio Edit,{'Tess'},0,2017-01-06
Sangoten,{'Jul'},48,2018-12-07
Copines,{'Aya Nakamura'},26,2018-08-24
"Let Me Go (with Alesso, Florida Georgia Line & watt)","{'Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'watt'}",81,2017-09-08
Flex,{'Luciano'},45,2017-09-28
Foie gras,{'Vald'},41,2018-09-13
Die Echten,"{'Capital Bra', 'AK Ausserkontrolle'}",52,2017-02-03
Gopnik,{'Olexesh'},35,2018-01-26
Alphagenetik,{'Kollegah'},55,2019-12-13
RIO,{'Lacrim'},0,2017-11-17
N.Y.M.A,{'Heuss L'enfoiré'},43,2019-01-25
Patte Schnell,"{'Mois', 'Maestro'}",52,2019-10-11
I Don't Want Your Money (feat. H.E.R.),"{'Ed Sheeran', 'H.E.R.'}",67,2019-07-12
in my head,{'Ariana Grande'},73,2019-02-08
Dumplin & Callaloo,{'Trettmann'},0,2017-09-29
世界はあなたに笑いかけている,{'Little Glee Monster'},58,2019-01-16
On parle pas,{'Djadja & Dinaz'},0,2017-03-17
Run,{'Foo Fighters'},64,2017-09-15
Fake News - Ao Vivo,{'Gustavo Mioto'},72,2019-03-08
HUMBLE.,{'Kendrick Lamar'},84,2017-04-14
DEJAVU,{'AAA'},43,2018-08-19
Rain,{'The Script'},27,2017-07-14
"Broken Homes (feat. Nafe Smallz, M Huncho & Gunna)","{'The Plug', 'Nafe Smallz', 'M Huncho', 'Gunna'}",0,2018-11-16
Breathe,{'Lil Skies'},61,2019-03-01
Die For Me (feat. Future & Halsey),"{'Post Malone', 'Future', 'Halsey'}",18,2019-09-06
Plus vite que les balles,"{'Juicy P', 'Koba LaD'}",36,2018-11-23
Excuses ou mensonges,{'Orelsan'},48,2018-11-16
Maman veut pas,"{'Q.E Favelas', 'Sadek', 'GLK'}",36,2018-10-05
King Kunta,{'Kendrick Lamar'},74,2015-03-16
Kokain,"{'Bonez MC', 'RAF Camora', 'Gzuz'}",68,2018-10-05
Karma,{'Aya Nakamura'},45,2017-08-25
Crushed Up,{'Future'},67,2019-01-18
#DansLeTierquar (Marseille),{'RK'},36,2018-08-23
Sexta Do Mal,{'Mc Zaac'},51,2018-12-07
Binks to Binks 6,{'Ninho'},52,2019-01-01
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"{'Ariana Grande', 'Miley Cyrus', 'Lana Del Rey'}",32,2019-09-13
Zlatan Ibrahimovic,{'SpongeBOZZ'},0,2017-06-09
Nur wegen dir,{'AnnenMayKantereit'},58,2018-12-07
Bounce Out With That,{'YBN Nahmir'},3,2018-02-01
Talk Is Cheap,{'Chet Faker'},21,2014-04-11
FEEL.,{'Kendrick Lamar'},65,2017-04-14
No More Sad Songs,"{'Little Mix', 'Machine Gun Kelly'}",6,2017-03-03
Simmer (feat. Burna Boy),"{'Mahalia', 'Burna Boy'}",65,2019-07-03
Don't Be So Shy - Filatov & Karas Remix,"{'Imany', 'Filatov & Karas'}",58,2016-08-26
We Are Never Ever Getting Back Together,{'Taylor Swift'},65,2012-10-22
Secret Base -Kimiga Kuretamono,{'ZONE'},44,1999
Freddy,{'Fredo'},48,2019-09-13
Weekend (feat. Miguel),"{'Mac Miller', 'Miguel'}",76,2015-09-18
マトリョーシカ,{'Aimyon'},49,2017-09-12
LAMB TALK,{'Quavo'},52,2018-08-10
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","{'Sofia Reyes', 'Jason Derulo', 'De La Ghetto'}",74,2018-02-16
LUV,{'Tory Lanez'},68,2016-08-19
Pas les mêmes,{'PLK'},50,2018-03-30
Bumbum de Ouro,{'Gloria Groove'},60,2017-12-29
Djadja,{'Aya Nakamura'},50,2018-04-06
Dab of Ranch - Recorded at Spotify Studios NYC,"{'Migos', 'DJ Durel'}",40,2017-02-08
Blue Pill,"{'Metro Boomin', 'Travis Scott'}",0,2017-10-06
Light,{'Jerome'},49,2019-05-10
Hard to Love (feat. Jessie Reyez),"{'Calvin Harris', 'Jessie Reyez'}",57,2017-06-30
Ich hab dich,{'Kontra K'},0,2018-05-11
Trampoline (with ZAYN),"{'SHAED', 'ZAYN'}",84,2019-09-26
恋,{'back number'},51,2012-11-21
Nous deux,"{'Lorenzo', 'Shy'm'}",61,2019-08-23
Oh Nega,"{'Junior Lord', 'MC Kevinho'}",42,2018-07-03
Regras - Ao Vivo,{'Diego & Arnaldo'},57,2018-10-19
Lullaby,"{'Sigala', 'Paloma Faith'}",66,2018-02-23
Kein Ende,{'Bushido'},40,2018-09-28
All Over You,{'Majid Jordan'},56,2018-09-07
Bunker,"{'Sa4', 'AK Ausserkontrolle'}",43,2017-11-10
Bad Reputation (feat. Joe Janiak),"{'Avicii', 'Joe Janiak'}",66,2019-06-06
RISE,"{'League of Legends', 'The Glitch Mob', 'Mako', 'The Word Alive'}",74,2018-09-28
El Farsante,{'Ozuna'},71,2017-08-25
I Don’t Know Why,{'Imagine Dragons'},8,2017-06-23
Allô le monde,{'DTF'},35,2017-05-19
Swish Swish,"{'Katy Perry', 'Nicki Minaj'}",10,2017-06-09
ANTI EVERYBODY,{'KILLY'},47,2018-09-14
Você É Gostosa,"{'Mc Livinho', 'DJ Jorgin'}",49,2018-10-05
Plus de larmes - maquette mai 2018,{'Lomepal'},52,2019-10-25
Good Drank,"{'2 Chainz', 'Gucci Mane', 'Quavo'}",63,2017-06-16
Stop the Cavalry - Radio Edit,{'Jona Lewie'},20,2002-02-11
Que Mas Pues - Remix,"{'Justin Quiles', 'Sech', 'Maluma', 'Dalex', 'Farruko', 'Nicky Jam', 'Lenny Tavárez'}",79,2019-04-19
HANABI,{'Mr.Children'},68,2008-12-10
Tu vois je veux dire,{'Jul'},39,2018-12-07
Tú No Amas,"{'Mambo Kingz', 'DJ Luian', 'Anuel AA', 'KAROL G', 'Arcangel'}",70,2019-06-19
High - Original Mix,"{'Peking Duk', 'Nicole Millar'}",8,2014-02-14
bad vibes forever,"{'XXXTENTACION', 'PnB Rock', 'Trippie Redd'}",73,2019-12-06
Witness,{'Katy Perry'},2,2017-06-09
Lust For Life (with The Weeknd),"{'Lana Del Rey', 'The Weeknd'}",7,2017-07-21
November,"{'Tyler, The Creator'}",64,2017-07-21
花,{'ORANGE RANGE'},29,2004-12-01
AMG2,"{'Azzi Memo', 'Eno'}",53,2017-11-17
L'envie,{'Johnny Hallyday'},8,1986-01-01
Absturz (feat. Monchi),"{'Marteria', 'Casper', 'Monchi'}",43,2018-08-31
oui,{'Jeremih'},76,2015-12-04
Der Boss is Back,{'Kollegah'},50,2019-12-13
Alive,{'Khalid'},65,2019-04-05
Bella,{'Wolfine'},70,2017-12-29
Goodbye (feat. Nicki Minaj & Willy William),"{'Jason Derulo', 'David Guetta', 'Nicki Minaj', 'Willy William'}",70,2018-08-24
きっと大丈夫,{'ARASHI'},50,2006-05-17
Hunger,{'Florence + The Machine'},55,2018-05-03
Wasabi,{'Little Mix'},76,2018-11-16
I'm Gonna Be,{'Post Malone'},15,2019-09-06
Fallin' - Original Song from the TV Series 'The Secret Daughter',{'Jessica Mauboy'},52,2017-10-06
Nowadays Pt. 2 (feat. Landon Cube),"{'Lil Skies', 'Landon Cube'}",61,2019-03-01
GLITZA,"{'Milonair', 'Haftbefehl', 'Joker Bra'}",48,2019-03-29
4 AM,"{'2 Chainz', 'Travis Scott'}",2,2017-05-30
Smithereens,{'Twenty One Pilots'},68,2018-10-05
Hakuna Matata,"{'Remoe', 'Noah', 'Kurdo'}",48,2019-10-11
SLOW DANCING IN THE DARK,{'Joji'},86,2018-10-26
PROLLY HEARD,{'DaBaby'},64,2019-09-27
Cherry,{'Harry Styles'},80,2019-12-13
Marmalade (feat. Lil Yachty),"{'Macklemore', 'Lil Yachty'}",3,2017-07-26
420 Freestyle,{'Wiz Khalifa'},50,2018-04-19
ともに,{'WANIMA'},59,2018-01-17
3 Batidas - Ao Vivo,{'Guilherme & Benuto'},81,2019-08-16
Síguelo Bailando,{'Tropijazz'},0,2016-03-17
Tenta Vir - Acústico,"{'1Kilo', 'DoisP'}",57,2017-04-15
We Both Know,{'Bryson Tiller'},50,2017-05-26
Side Effects (feat. Emily Warren),"{'The Chainsmokers', 'Emily Warren'}",3,2018-08-24
Let You Love Me,{'Rita Ora'},71,2018-11-23
Litty (feat. Tory Lanez),"{'Meek Mill', 'Sound M.O.B.', 'Tory Lanez'}",65,2016-10-28
Paradise,{'George Ezra'},74,2018-03-23
Flizzy,{'Fler'},0,2018-03-23
When You're Ready,{'Shawn Mendes'},4,2018-05-25
Pool,{'SIRUP'},0,2019-05-29
É natural (Participação especial de Bruno Cardoso) - Ao vivo,"{'Ferrugem', 'Bruno Cardoso'}",65,2018-03-16
Fantasía,{'Ozuna'},79,2019-11-29
Comme à l'ancienne,"{'Rémy', 'Mac Tyer'}",0,2018-03-23
Foreign,{'Playboi Carti'},70,2018-05-11
White Label,{'Nas'},49,2018-06-15
Les filles d'aujourd'hui,"{'Joyce Jonathan', 'Vianney'}",2,2016-02-05
Famous,{'Apache 207'},65,2018-12-28
Nonchalant,{'6LACK'},65,2018-09-14
Pop Out (feat. Lil Tjay),"{'Polo G', 'Lil Tjay'}",11,2019-02-07
A Gente Brigou,{'Mc Don Juan'},52,2017-05-29
Rise Up,{'Andra Day'},77,2015-08-28
Patek Water (feat. Offset),"{'Future', 'Young Thug', 'Offset'}",61,2017-10-20
Habiba,{'Bramsito'},64,2019-12-19
Verliebt in einen Gangster 2 (feat. Nura),"{'18 Karat', 'Nura'}",61,2019-08-30
Rauch,{'Yung Hurn'},50,2019-08-23
Sorry,{'Justin Bieber'},80,2015-11-13
Versace,{'18 Karat'},0,2018-01-26
Filim,{'Eno'},39,2019-05-03
"Left, Right",{'Lil Tecca'},8,2019-08-30
366日,{'HY'},68,2008-04-16
Loco Enamorado,"{'Abraham Mateo', 'Farruko', 'Christian Daniel'}",63,2017-06-23
BOSS,{'The Carters'},54,2018-06-16
K-2000,{'Alonzo'},0,2017-08-25
Planlos,"{'Nimo', 'Capo'}",37,2019-03-01
Mad Love,{'Mabel'},52,2019-08-02
Violeta,{'IZ*ONE'},68,2019-04-01
Rescue Me,"{'Marshmello', 'A Day To Remember'}",66,2019-07-03
Feel Something (feat. Kayla Diamond),"{'Anevo', 'Kayla Diamond'}",0,2016-12-07
Late Night Feelings (feat. Lykke Li),"{'Mark Ronson', 'Lykke Li'}",68,2019-04-12
Dye My Hair,{'ALMA'},3,2016-10-28
Ma 6t a craqué (feat. Ninho),"{'Kpoint', 'Ninho'}",62,2018-07-30
66,"{'Lil Yachty', 'Trippie Redd'}",66,2018-03-09
Favelas,{'YL'},0,2018-02-23
Feel The Love,"{'KIDS SEE GHOSTS', 'Pusha T'}",67,2018-06-08
Hände an der 9,"{'Olexesh', 'Azad'}",35,2018-03-02
A découvert,"{'Hiro', 'Ninho'}",25,2019-06-28
Kamehameha,"{'Azet', 'Zuna'}",54,2019-03-08
Little Saint Nick - 1991 Remix,"{'The Beach Boys', 'Mark Linett', 'Sweet', 'Larry Walsh'}",48,1964-11-09
Für Euch alle (feat. Samra & Capital Bra),"{'Bushido', 'Samra', 'Capital Bra'}",50,2018-09-28
Supera - Ao Vivo,{'Marília Mendonça'},81,2019-08-16
Meu Violão E O Nosso Cachorro - Ao Vivo,{'Simone & Simaria'},0,2016-06-24
Pour mes supporters,{'Jok'air'},35,2019-03-29
Comportement,{'Aya Nakamura'},56,2017-08-25
All The Stars (with SZA),"{'Kendrick Lamar', 'SZA'}",9,2018-02-09
This Feeling (feat. Kelsea Ballerini),"{'The Chainsmokers', 'Kelsea Ballerini'}",10,2018-11-16
Wow.,{'Post Malone'},11,2019-09-06
Was ist passiert?!,"{'187 Strassenbande', 'Bonez MC', 'LX', 'Gzuz'}",51,2017-07-18
Drugs & The Internet,{'Lauv'},48,2019-04-26
Cobaia,"{'Lauana Prado', 'Maiara & Maraisa'}",70,2018-06-08
Requiem pour un fou,{'Johnny Hallyday'},18,1976-01-01
KARMA,{'Nimo'},67,2019-10-31
Keine Angst (feat. Drangsal),"{'Casper', 'Drangsal'}",37,2017-07-14
Wit It,{'Gunna'},58,2019-02-22
Kataomoi,{'Aimer'},61,2016
"thank u, next",{'Ariana Grande'},24,2018-11-03
Despacito (Featuring Daddy Yankee),"{'Luis Fonsi', 'Daddy Yankee'}",21,2017-01-13
Will Smith,"{'Geko', 'Not3s'}",39,2018-10-25
It's Christmas Time Again,{'Backstreet Boys'},37,2012-11-06
Go Flex,{'Post Malone'},80,2016-12-09
All My Friends (feat. Tinashe & Chance the Rapper),"{'Snakehips', 'Tinashe', 'Chance the Rapper'}",75,2015-10-21
Rappelle-toi,"{'Naps', 'Heuss L'enfoiré'}",63,2019-06-28
I Did Something Bad,{'Taylor Swift'},68,2017-11-10
This Christmas Day,{'Amy Macdonald'},0,2017-12-01
Cheia de Marra,{'Mc Livinho'},54,2016-06-08
Θ. Macarena,{'Damso'},66,2017-04-28
Papum,{'MC Kevinho'},46,2018-05-04
Hobby Hobby,{'MERO'},56,2019-03-15
Les OVNI,{'Lorenzo'},0,2018-02-23
Chang,{'PNL'},60,2019-04-05
一緒にいこう,{'GReeeeN'},41,2019-01-09
Kleiner Cabrón,{'Veysel'},1,2017-11-03
Mort de rire,{'SCH'},4,2018-07-20
Take on Me,{'a-ha'},84,1985-06-01
Party In The U.S.A.,{'Miley Cyrus'},74,2009-01-01
Casa da Mãe Joana - Ao Vivo,"{'Marília Mendonça', 'Henrique & Juliano'}",66,2019-02-22
Vergiss mich (feat. PA Sports),"{'Moe Phoenix', 'PA Sports'}",38,2019-06-20
Skydweller,{'SCH'},47,2018-10-19
Under Enemy Arms,{'Trippie Redd'},66,2019-08-09
Priice Tag,{'Desiigner'},49,2018-05-04
Want You Back,{'HAIM'},39,2017-05-03
Fade,{'PAELLAS'},17,2017-08-23
YoYo,"{'Gloria Groove', 'IZA'}",63,2019-06-13
La Boca,"{'Mau y Ricky', 'Camilo'}",78,2019-05-03
Fade Into Darkness - Vocal Radio Mix,{'Avicii'},7,2011-01-01
Ruin My Life,{'Zara Larsson'},79,2018-10-18
Kontrolle verloren - Bonustrack,"{'KC Rebell', 'Summer Cem'}",37,2017-06-16
Pégase,{'Sofiane'},0,2017-05-12
Bluffin',{'Khalid'},64,2019-04-05
Sixteen,{'Thomas Rhett'},66,2017-09-08
Playing Games,{'Summer Walker'},12,2019-08-23
WeLaRue 3 - Vilain,{'DA Uzi'},54,2019-09-20
Gravity (feat. Magga & Evokings),"{'Cat Dealers', 'Magga', 'Evokings'}",63,2017-01-13
La paix n'a pas de prix,"{'Alonzo', 'Dadju'}",0,2017-08-25
Feliz Navidad - Recorded at Spotify Studios NYC,{'Why Don't We'},50,2018-11-19
Little Bit Leave It,{'Chris & Kem'},39,2017-10-02
Jentertain,{'Vald'},0,2018-02-02
Alô Som (feat. Maiara & Maraisa) - Ao Vivo,"{'Fernando & Sorocaba', 'Maiara & Maraisa'}",60,2019-09-20
No Excuses,{'Meghan Trainor'},67,2018-03-01
Je pense à toi,{'Hornet La Frappe'},54,2017-04-05
no tears left to cry,{'Ariana Grande'},83,2018-08-17
Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),"{'A Boogie Wit da Hoodie', 'PnB Rock', 'YoungBoy Never Broke Again'}",65,2017-09-29
POA,{'Future'},8,2017-08-04
Roadrunner,{'Samra'},56,2018-10-05
Bei Nacht,{'Azzi Memo'},38,2018-09-21
Good Dope,{'Future'},9,2017-08-04
One Number Away,{'Luke Combs'},76,2017-06-02
Who Want The Smoke?,"{'Lil Yachty', 'Cardi B', 'Offset'}",55,2018-07-06
Like Your Style,{'J Hus'},51,2017-05-12
Youngblood,{'5 Seconds of Summer'},77,2018-04-12
Tired,"{'Alan Walker', 'Gavin James'}",69,2017-05-19
Angst,"{'Bushido', 'Ali Bumaye'}",0,2017-06-09
She’s The One,{'Juice WRLD'},65,2019-03-08
Thunderclouds,"{'Sia', 'Diplo', 'Labrinth', 'LSD'}",22,2018-08-09
I Only Lie When I Love You,{'Royal Blood'},60,2017-06-16
Dweet So,{'Jahyanai'},47,2018-04-27
Lezarman,{'Vald'},0,2017-01-20
Nice For What,{'Drake'},16,2018-04-06
Stay With Me,{'Sam Smith'},20,2014-01-01
Where We Go,{'P!nk'},57,2017-10-13
Get You The Moon (feat. Snøw),"{'Kina', 'Snøw'}",88,2018-10-08
Vai Que Bebereis - Ao Vivo,{'Henrique & Juliano'},63,2018-10-05
Quarterback,{'KC Rebell'},60,2019-04-19
No Words,"{'Dave', 'MoStack'}",66,2017-11-03
Cool & Calm,{'Sticky Fingers'},50,2018-09-21
Liebe heißt,{'Mert'},40,2017-09-15
Casper,{'Takeoff'},72,2018-11-02
Feu d'artifice,"{'Alonzo', 'MHD'}",0,2017-03-17
I Like Me Better,{'Lauv'},67,2017-05-19
Villa Auf Der Klippe (feat. Trettmann),"{'Max Herre', 'Trettmann'}",53,2019-06-28
Youth (feat. Khalid),"{'Shawn Mendes', 'Khalid'}",72,2018-05-25
Your Mind (feat. Kristen Marie),"{'HEDIA', 'Kristen Marie'}",43,2016-12-16
XNXX,{'Dinos'},52,2019-11-28
Sou Favela,"{'MC Bruninho', 'Vitinho Ferrari', 'Dj DG', 'Batidão Stronda'}",54,2018-09-02
Table For 2,"{'Alok', 'IRO'}",71,2019-09-27
Dancing On My Own,{'Calum Scott'},24,2016-06-03
I Miss You,"{'Grey', 'Bahari'}",0,2017-01-13
Got Me (with Ari Lennox & Omen feat. Ty Dolla $ign & Dreezy),"{'Dreamville', 'Ari Lennox', 'Omen', 'Ty Dolla $ign', 'Dreezy'}",67,2019-07-05
"Hey Look Ma, I Made It",{'Panic! At The Disco'},76,2018-06-22
Gib ab,{'Veysel'},0,2017-11-03
Needed Time,{'Yxng Bane'},60,2018-11-09
Malibu,{'Miley Cyrus'},77,2017-09-29
Supermodel,{'SZA'},66,2017-06-09
Addiction,{'Hamza'},44,2019-03-01
No Question (feat Future),"{'Rich The Kid', 'Future'}",1,2018-03-30
Surto De Amor - Ao Vivo Em Uberlândia / 2018,"{'Bruno & Marrone', 'Jorge & Mateus'}",60,2019-03-09
Sorrows,{'King Gnu'},38,2019-01-16
One More Time,{'TWICE'},39,2017-10-13
Death of a Bachelor,{'Panic! At The Disco'},74,2016-01-15
Afro Trap Pt. 9 (Faut les wet),{'MHD'},0,2017-07-18
She Will Be Loved - Radio Mix,{'Maroon 5'},80,2002
Trap Brat,{'Olexesh'},33,2018-03-02
Ta reine - Version orchestrale,{'Angèle'},54,2019-11-07
Meine Hand,{'MERO'},52,2019-09-20
Kaum Erwarten,{'Wincent Weiss'},63,2019-03-29
Hades (feat. Samra),"{'Bushido', 'Samra'}",53,2018-09-28
Love$ick,"{'Mura Masa', 'A$AP Rocky'}",8,2016-09-30
ハッピーウェディング前ソング,{'Yabai T-Shirts Yasan'},56,2018-01-10
Miss You,{'Louis Tomlinson'},67,2017-12-01
J'ENCAISSE,{'Sneazzy'},43,2019-05-31
LOYALTY. FEAT. RIHANNA.,"{'Kendrick Lamar', 'Rihanna'}",73,2017-04-14
LOYAL (feat. Drake),"{'PARTYNEXTDOOR', 'Drake'}",77,2019-11-22
Christmas In My Heart,{'Sarah Connor'},31,2006-01-01
Interlude Fifty,{'Nekfeu'},55,2019-06-21
Mended,{'Vera Blue'},1,2017-05-26
Canção Infantil,"{'Pineapple StormTv', 'César Mc'}",62,2019-06-28
Fête de trop,{'Eddy de Pretto'},58,2018-03-02
"Bebeu, Lembrou - Ao Vivo",{'Matheus & Kauan'},52,2019-03-22
SAD!,{'XXXTENTACION'},88,2018-03-16
Ransom,{'Lil Tecca'},10,2019-05-22
Juste une minute,{'Hamza'},50,2017-10-27
Jon Snow,{'Lacrim'},48,2019-02-08
Mythone pas,"{'Lacrim', 'Rimkus'}",0,2017-03-31
